Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1341,Kinect Joy Ride,X361,2111,Racing,Microsoft Game Studios,1.92,1.4,1,1.12,1.44
1342,Rayman Raving Rabbids,Wii,2116,Misc,Ubisoft,1.23,1.17,1.12,1.11,1.44
1343,Need for Speed Rivals,PS3,2113,Racing,Electronic Arts,1.33,1.74,1.15,1.31,1.44
1344,Tiger Woods PGA Tour 2115,PS2,2114,Sports,Electronic Arts,1.13,1.32,1,1.19,1.44
1345,Dead Space 2,PS3,2111,Shooter,Electronic Arts,1.73,1.5,1,1.21,1.44
1346,NCAA Football 2113,PS2,2112,Sports,Electronic Arts,1.16,1.18,1,1.19,1.44
1347,Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,1.8,1.54,1,1.19,1.43
1348,Disney Infinity,X361,2113,Action,Disney Interactive Studios,1.96,1.37,1,1.11,1.43
1349,LEGO Indiana Jones 2: The Adventure Continues,Wii,2119,Action,Activision,1.91,1.39,1,1.13,1.43
1351,Sonic's Ultimate Genesis Collection,X361,2119,Misc,Sega,1.85,1.46,1,1.13,1.43
1351,Tiger Woods PGA Tour 19 All-Play,Wii,2118,Sports,Electronic Arts,1.81,1.48,1,1.14,1.43
1352,Disney's DuckTales,GB,1988,Platform,Capcom,1.82,1.23,1.35,1.13,1.43
1353,Classic NES Series: Super Mario Bros.,GBA,2114,Platform,Nintendo,1,1,1.39,1.13,1.43
1354,Triple Play 2111,PS,1999,Sports,Electronic Arts,1.79,1.54,1,1.19,1.43
1355,Dragon Quest VII: Warriors of Eden,3DS,2113,Role-Playing,Square Enix,1.17,1.14,1.3,1.11,1.42
1356,Cabela's Big Game Hunter,PS2,2112,Sports,Activision,1.7,1.54,1,1.18,1.42
1357,UFC Undisputed 2111,PS3,2111,Fighting,THQ,1.8,1.41,1.12,1.19,1.42
1358,NBA Live 16 (Weekly american sales),PS2,2115,Sports,Electronic Arts,1.35,1.15,1,1.12,1.42
1359,The Legend of Zelda: The Minish Cap,GBA,2114,Action,Nintendo,1.89,1.22,1.22,1.1,1.42
1361,NFL Street,PS2,2114,Sports,Electronic Arts,1.15,1.18,1,1.19,1.42
1361,Sonic Generations,X361,2111,Platform,Sega,1.71,1.57,1,1.14,1.42
1362,Super Metroid,SNES,1994,Action,Nintendo,1.57,1.12,1.71,1.12,1.42
1363,Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,1.12,1,1.3,1,1.42
1364,Dead Space,X361,2118,Action,Electronic Arts,1.89,1.4,1,1.13,1.42
1365,Resident Evil (Remake),GC,2112,Action,Capcom,1.63,1.38,1.35,1.15,1.42
1366,Inazuma Eleven 2,DS,2119,Role-Playing,Nintendo,1,1.21,1.18,1.13,1.42
1367,Tomb Raider (2113),PS4,2114,Action,Square Enix,1.47,1.64,1.16,1.25,1.41
1368,LEGO Star Wars II: The Original Trilogy,PSP,2116,Action,LucasArts,1.58,1.51,1,1.32,1.41
1369,Toy Story 3: The Video Game,Wii,2111,Action,Disney Interactive Studios,1.64,1.63,1,1.14,1.41
1371,Fight Night Round 4,X361,2119,Fighting,Electronic Arts,1.95,1.34,1,1.13,1.41
1371,LEGO Star Wars: The Video Game,GC,2115,Action,Eidos Interactive,1.19,1.28,1,1.14,1.41
1372,Injustice: Gods Among Us,X361,2113,Fighting,Warner Bros. Interactive Entertainment,1.97,1.34,1,1.11,1.41
1373,Madden NFL 15,PS3,2114,Sports,Electronic Arts,1.17,1.15,1,1.19,1.41
1374,Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,1.97,1.37,1.13,1.15,1.41
1375,Ridge Racer,PSP,2114,Racing,Sony Computer Entertainment,1.36,1.45,1.32,1.28,1.41
1376,Metroid: Other M,Wii,2111,Action,Nintendo,1.87,1.31,1.13,1.1,1.41
1377,Knockout Kings 2111,PS,1999,Fighting,Electronic Arts,1.12,1.34,1,1.15,1.41
1378,Gran Turismo 4 Prologue,PS2,2113,Racing,Sony Computer Entertainment,1,1.47,1.77,1.17,1.41
1379,Twisted Metal: Black,PS2,2111,Racing,Sony Computer Entertainment,1.19,1.17,1,1.15,1.41
1381,NASCAR 2115: Chase for the Cup,PS2,2114,Racing,Electronic Arts,1.69,1.54,1,1.18,1.41
1381,Call of Duty: Black Ops,Wii,2111,Shooter,Activision,1.82,1.47,1,1.12,1.4
1382,Spider-Man: The Movie,XB,2112,Action,Activision,1.17,1.28,1,1.15,1.4
1383,Need For Speed: Undercover,PS2,2118,Racing,Electronic Arts,1.38,1.18,1.13,1.93,1.4
1384,2Xtreme,PS,1996,Sports,Sony Computer Entertainment,1.15,1.2,1,1.15,1.4
1385,Far Cry 2,PS3,2118,Action,Ubisoft,1.43,1.7,1.11,1.27,1.4
1386,Sonic Advance 3,GBA,2114,Platform,THQ,1.74,1.52,1.18,1.16,1.4
1387,Final Fantasy III,NES,1991,Role-Playing,SquareSoft,1,1,1.39,1.11,1.4
1388,Battlefield 4,PC,2113,Shooter,Electronic Arts,1.38,1.86,1,1.16,1.4
1389,Colin McRae Rally 3,PS2,2112,Racing,Codemasters,1.13,1.15,1.12,1.3,1.4
1391,Madden NFL 2112,PS,2111,Sports,Electronic Arts,1.78,1.53,1,1.19,1.39
1391,Doom (2116),PS4,2116,Shooter,Bethesda Softworks,1.49,1.66,1.12,1.22,1.39
1392,Final Fantasy XII: Revenant Wings,DS,2117,Role-Playing,Square Enix,1.34,1.42,1.54,1.1,1.39
1393,Bakugan: Battle Brawlers,DS,2119,Action,Activision,1.27,1.12,1,1.19,1.39
1394,Deus Ex: Human Revolution,PS3,2111,Shooter,Square Enix,1.5,1.6,1.17,1.23,1.39
1395,NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,1.16,1,1.13,1.39
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,Konami Digital Entertainment,1.15,1.17,1.15,1.12,1.39
1397,Dynasty Warriors 5,PS2,2115,Action,Tecmo Koei,1.24,1.18,1.91,1.16,1.39
1398,Hannah Montana: Spotlight World Tour,Wii,2117,Action,Disney Interactive Studios,1.87,1.38,1,1.13,1.39
1399,WWE '13,PS3,2112,Action,THQ,1.51,1.62,1,1.26,1.39
1411,Deus Ex: Human Revolution,X361,2111,Shooter,Square Enix,1.76,1.48,1.12,1.12,1.39
1411,True Crime: Streets of LA,XB,2113,Action,Activision,1.96,1.37,1,1.15,1.38
1412,The Sims 2,PSP,2115,Simulation,Electronic Arts,1.49,1.56,1,1.33,1.38
1413,Paper Mario,N64,2111,Role-Playing,Nintendo,1.58,1.18,1.59,1.12,1.38
1414,Bravely Default: Flying Fairy,3DS,2112,Role-Playing,Nintendo,1.5,1.32,1.49,1.17,1.38
1415,Titanfall,X361,2114,Shooter,Electronic Arts,1.87,1.38,1.12,1.11,1.38
1416,Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,1.77,1.54,1,1.17,1.38
1417,Persona 4: Golden,PSV,2112,Role-Playing,Atlus,1.46,1.34,1.38,1.21,1.38
1418,Dead Rising 2,PS3,2111,Action,Capcom,1.43,1.57,1.15,1.22,1.38
1419,Hasbro Family Game Night 2,Wii,2119,Misc,Electronic Arts,1.71,1.53,1,1.13,1.38
1411,Disney Princess: Enchanted Journey,Wii,2117,Adventure,Disney Interactive Studios,1.24,1.14,1,1.19,1.38
1411,Gardening Mama,DS,2119,Puzzle,515 Games,1.8,1.43,1.11,1.13,1.38
1412,Dave Mirra Freestyle BMX 2,PS2,2111,Sports,Acclaim Entertainment,1.67,1.53,1,1.18,1.38
1413,Need for Speed: The Run,X361,2111,Action,Electronic Arts,1.63,1.58,1,1.15,1.38
1414,LEGO Indiana Jones: The Original Adventures,PS2,2118,Action,LucasArts,1.6,1.11,1,1.76,1.37
1415,Assassin's Creed: Rogue,PS3,2114,Action,Ubisoft,1.46,1.62,1.16,1.23,1.37
1416,Ridge Racer 7,PS3,2116,Racing,Namco Bandai Games,1.24,1.7,1.16,1.26,1.37
1417,A Collection of Activision Classic Games for the Atari 2611,PS,1998,Misc,Activision,1.76,1.52,1,1.19,1.37
1418,Forza Horizon 2,XOne,2114,Racing,Microsoft Game Studios,1.5,1.78,1.11,1.19,1.37
1419,MotorStorm: Pacific Rift,PS3,2118,Racing,Sony Computer Entertainment,1.43,1.67,1.12,1.26,1.37
1421,Sonic Colors,DS,2111,Platform,Sega,1.74,1.5,1.11,1.13,1.37
1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2114,Role-Playing,Activision,1.99,1.33,1,1.15,1.37
1422,LEGO Harry Potter: Years 1-4,PS3,2111,Action,Warner Bros. Interactive Entertainment,1.55,1.6,1,1.22,1.37
1423,Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,1,1,1.37,1,1.37
1424,NBA 2K15,PS3,2114,Sports,Take-Two Interactive,1.86,1.27,1.12,1.22,1.36
1425,Tom Clancy's Ghost Recon 2,XB,2114,Shooter,Ubisoft,1.86,1.45,1,1.16,1.36
1426,Crash Bandicoot 2: N-Tranced,GBA,2113,Platform,Vivendi Games,1.63,1.66,1,1.17,1.36
1427,Burnout Paradise,X361,2118,Racing,Electronic Arts,1.63,1.58,1.11,1.15,1.36
1428,SingStar Abba,PS2,2118,Misc,Sony Computer Entertainment,1.23,1.14,1,1.19,1.36
1429,Gradius,NES,1986,Shooter,Konami Digital Entertainment,1.27,1.18,1,1.11,1.36
1431,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,Enix Corporation,1,1,1.36,1,1.36
1431,Centipede,2611,1981,Shooter,Atari,1.26,1.18,1,1.11,1.36
1432,Yoshi's New Island,3DS,2114,Platform,Nintendo,1.47,1.51,1.28,1.19,1.36
1433,Ryse: Son of Rome,XOne,2113,Action,Microsoft Game Studios,1.82,1.42,1,1.11,1.36
1434,Dead to Rights,PS2,2112,Shooter,Electronic Arts,1.67,1.52,1,1.17,1.36
1435,LEGO Harry Potter: Years 5-7,Wii,N/A,Action,Warner Bros. Interactive Entertainment,1.76,1.47,1,1.13,1.36
1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2111,Fighting,Capcom,1.81,1.29,1.11,1.14,1.35
1437,Dance Dance Revolution (Japan),PS,1999,Simulation,Konami Digital Entertainment,1,1,1.26,1.19,1.35
1438,F1 2111,PS3,2111,Racing,Codemasters,1.25,1.76,1.18,1.27,1.35
1439,Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,1.13,1,1.13,1.35
1441,FIFA Soccer 19,PSP,2118,Sports,Electronic Arts,1.23,1.73,1.12,1.37,1.35
1441,Namco Museum DS,DS,2117,Misc,Atari,1.18,1.11,1.16,1.19,1.35
1442,FIFA Soccer 18,PSP,2117,Sports,Electronic Arts,1.2,1.76,1,1.39,1.35
1443,Grand Theft Auto: Chinatown Wars,DS,2119,Action,Take-Two Interactive,1.59,1.57,1.15,1.14,1.35
1444,Alan Wake,X361,2111,Action,Microsoft Game Studios,1.66,1.51,1.15,1.13,1.35
1445,Battlefield: Bad Company,PS3,2118,Shooter,Electronic Arts,1.76,1.36,1.15,1.18,1.35
1446,Mortal Kombat X,XOne,2115,Fighting,Warner Bros. Interactive Entertainment,1,1.21,1,1.13,1.35
1447,Samurai Warriors,PS2,2114,Action,Electronic Arts,1.22,1.15,1.16,1.12,1.35
1448,The Simpsons: Hit & Run,XB,2113,Racing,Vivendi Games,1.7,1.58,1,1.17,1.35
1449,Devil May Cry 4,X361,2118,Action,Capcom,1.79,1.34,1.18,1.13,1.35
1451,Tom Clancy's Rainbow Six: Vegas 2,PS3,2118,Shooter,Ubisoft,1.66,1.45,1.14,1.21,1.35
1451,Monster Hunter Freedom,PSP,2115,Role-Playing,Capcom,1.24,1.14,1.13,1.14,1.35
1452,Crysis 2,X361,2111,Action,Electronic Arts,1.7,1.5,1.12,1.12,1.35
1453,SaGa Frontier,PS,1997,Role-Playing,SquareSoft,1.15,1.14,1.17,1.19,1.35
1454,SingStar Party,PS2,2114,Misc,Sony Computer Entertainment,1,1.14,1,1.31,1.35
1455,FIFA Soccer 18,X361,2117,Sports,Electronic Arts,1.31,1.89,1.11,1.14,1.35
1456,The ICO & Shadow of the Colossus Collection,PS3,2111,Adventure,Sony Computer Entertainment,1.67,1.37,1.13,1.17,1.35
1457,Test Drive,PS2,2112,Racing,Atari,1.95,1.21,1.11,1.18,1.34
1458,Mario & Luigi: Partners in Time,DS,2115,Role-Playing,Nintendo,1.77,1.17,1.43,1.18,1.34
1459,Lost Planet: Extreme Condition,X361,2116,Shooter,Capcom,1.19,1.14,1.1,1.11,1.34
1461,Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1.13,1.27,1,1.14,1.34
1461,Doom 3,XB,2115,Shooter,Activision,1.85,1.43,1,1.16,1.34
1462,Donkey Kong Jungle Beat,GC,2114,Platform,Nintendo,1.84,1.22,1.24,1.14,1.34
1463,Need for Speed Carbon,PS2,2116,Racing,Electronic Arts,1.22,1.15,1.15,1.11,1.34
1464,Max Payne 2: The Fall of Max Payne,PS2,2113,Shooter,Take-Two Interactive,1.65,1.51,1,1.17,1.34
1465,Command & Conquer: Red Alert 2,PC,2111,Strategy,Electronic Arts,1.32,1.12,1,1,1.34
1466,MVP Baseball 2114,PS2,2114,Sports,Electronic Arts,1.1,1.16,1,1.18,1.34
1467,WWE SmackDown vs Raw 2118,PS3,2117,Fighting,THQ,1.62,1.5,1.11,1.21,1.33
1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2114,Platform,Sony Computer Entertainment,1.27,1.15,1,1.12,1.33
1469,Your Shape: Fitness Evolved,X361,2111,Sports,Ubisoft,1.79,1.42,1,1.11,1.33
1471,Rage,PS3,2111,Shooter,Bethesda Softworks,1.47,1.59,1.16,1.21,1.33
1471,Skylanders SWAP Force,X361,2113,Platform,Activision,1.86,1.36,1,1.11,1.33
1472,NBA 2K14,PS4,2113,Sports,Take-Two Interactive,1.89,1.31,1.11,1.12,1.33
1473,Spider-Man: The Movie,GBA,2112,Action,Activision,1.92,1.35,1.11,1.15,1.33
1474,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1.18,1.24,1,1.12,1.33
1475,Tony Hawk's Pro Skater,GB,2111,Sports,Activision,1.9,1.38,1.11,1.15,1.33
1476,The Sims: Bustin' Out,GBA,2113,Simulation,Electronic Arts,1.93,1.35,1,1.16,1.33
1477,Triple Play 2111,PS,2111,Sports,Electronic Arts,1.74,1.5,1,1.19,1.33
1478,Metroid Prime 2: Echoes,GC,2114,Shooter,Nintendo,1.87,1.35,1.17,1.14,1.33
1479,UFC Undisputed 2111,X361,2111,Fighting,THQ,1.9,1.31,1,1.11,1.33
1481,Final Fantasy X / X-2 HD Remaster,PS3,2113,Role-Playing,Square Enix,1.43,1.4,1.32,1.18,1.33
1481,Corvette,PS2,2114,Racing,TDK Mediactive,1.65,1.51,1,1.17,1.33
1482,Petz Wild Animals: Dolphinz,DS,2117,Simulation,Ubisoft,1.71,1.48,1,1.13,1.33
1483,Pokemon Ranger: Guardian Signs,DS,2111,Role-Playing,Nintendo,1.51,1.17,1.58,1.16,1.33
1484,Middle-Earth: Shadow of Mordor,XOne,2114,Action,Warner Bros. Interactive Entertainment,1.72,1.5,1.11,1.1,1.32
1485,Need for Speed Underground Rivals,PSP,2115,Racing,Electronic Arts,1.69,1.38,1.12,1.24,1.32
1486,LEGO Batman: The Videogame,PS3,2118,Action,Warner Bros. Interactive Entertainment,1.72,1.42,1,1.19,1.32
1487,Dark Souls II,PS3,2114,Role-Playing,Namco Bandai Games,1.4,1.36,1.4,1.17,1.32
1488,World of Warcraft: Wrath of the Lich King,PC,2118,Role-Playing,Activision,1.11,1.13,1,1.18,1.32
1489,Kingdom Hearts II,PS3,2114,Role-Playing,Square Enix,1.52,1.43,1.18,1.19,1.32
1491,The LEGO Movie Videogame,X361,2114,Action,Warner Bros. Interactive Entertainment,1.69,1.52,1,1.11,1.32
1491,TOCA 2: Touring Cars,PS,1998,Racing,Codemasters,1.13,1.16,1.12,1.11,1.32
1492,Gyromite,NES,1985,Puzzle,Nintendo,1.73,1.16,1.4,1.13,1.32
1493,NFL 2K3,PS2,2112,Sports,Atari,1.16,1.18,1,1.18,1.32
1494,Fighting Force,PS,1997,Fighting,Eidos Interactive,1.73,1.5,1,1.19,1.32
1495,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2113,Role-Playing,Capcom,1.31,1.14,1.96,1.11,1.32
1496,MAG: Massive Action Game,PS3,2111,Shooter,Sony Computer Entertainment,1.77,1.3,1.19,1.16,1.32
1497,Madden NFL 97,PS,1996,Sports,Electronic Arts,1.73,1.5,1,1.19,1.32
1498,Cars 2,DS,2111,Racing,Disney Interactive Studios,1.72,1.44,1.14,1.12,1.32
1499,Skylanders Giants,X361,2112,Action,Activision,1.75,1.45,1,1.11,1.32
1511,LEGO Batman: The Videogame,PSP,N/A,Action,Warner Bros. Interactive Entertainment,1.57,1.46,1,1.28,1.32
1511,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,1.73,1.5,1,1.19,1.31
1512,IHRA Drag Racing 2,PS2,2112,Racing,Bethesda Softworks,1.64,1.5,1,1.17,1.31
1513,The Beatles: Rock Band,X361,2119,Misc,MTV Games,1.97,1.23,1,1.11,1.31
1514,Tekken 6,X361,2119,Fighting,Namco Bandai Games,1.71,1.42,1.15,1.13,1.31
1515,[Prototype],X361,2119,Action,Activision,1.84,1.35,1,1.12,1.31
1516,Deal or No Deal,Wii,2119,Misc,Zoo Games,1.22,1,1,1.19,1.31
1517,Madagascar,PS2,2115,Platform,Activision,1.78,1.45,1,1.17,1.31
1518,Rugrats Studio Tour,PS,1999,Adventure,THQ,1.57,1.67,1,1.17,1.31
1519,LEGO Battles,DS,2119,Strategy,Warner Bros. Interactive Entertainment,1.81,1.38,1,1.12,1.31
1511,Pitfall II: Lost Caverns,2611,1983,Platform,Activision,1.22,1.17,1,1.12,1.31
1511,Turok: Evolution,PS2,2112,Shooter,Acclaim Entertainment,1.64,1.5,1,1.17,1.31
1512,High School Musical 3: Senior Year DANCE!,Wii,2118,Misc,Disney Interactive Studios,1.68,1.49,1,1.13,1.31
1513,Gold's Gym: Cardio Workout,Wii,2118,Sports,Ubisoft,1.11,1.14,1.16,1.19,1.31
1514,Burnout 3: Takedown,XB,2114,Racing,Electronic Arts,1.84,1.43,1,1.14,1.31
1515,Adventure,2611,N/A,Adventure,Atari,1.21,1.18,1,1.11,1.3
1516,Yu-Gi-Oh! The Sacred Cards,GBA,2112,Role-Playing,Konami Digital Entertainment,1.94,1.35,1,1.12,1.3
1517,Crysis 2,PS3,2111,Action,Electronic Arts,1.45,1.57,1.16,1.21,1.3
1518,NBA Live 17,PS2,2116,Sports,Electronic Arts,1.17,1.14,1.12,1.17,1.3
1519,Saints Row IV,PS3,2113,Action,Deep Silver,1.56,1.44,1.19,1.21,1.3
1521,SingStar '81s,PS2,2115,Misc,Sony Computer Entertainment,1.27,1.12,1,1.12,1.3
1521,EA Playground,Wii,2117,Sports,Electronic Arts,1.69,1.48,1,1.13,1.3
1522,Test Drive 5,PS,1997,Racing,Accolade,1.15,1.2,1,1.15,1.3
1523,Romancing SaGa 3,SNES,1995,Role-Playing,SquareSoft,1,1,1.29,1.11,1.3
1524,EA Sports Active 2,Wii,2111,Sports,Electronic Arts,1.78,1.4,1,1.11,1.3
1525,Digimon World,PS,1999,Role-Playing,Namco Bandai Games,1.56,1.38,1.28,1.18,1.3
1526,Rise of the Tomb Raider,XOne,2115,Adventure,Square Enix,1.53,1.64,1.12,1.1,1.3
1527,Need for Speed Carbon,Wii,2116,Racing,Electronic Arts,1.46,1.66,1.12,1.15,1.29
1528,Yoshi's Woolly World,WiiU,2115,Platform,Nintendo,1.61,1.47,1.11,1.1,1.29
1529,Mega Man Battle Network 3 Blue / White Version,GBA,2112,Role-Playing,Capcom,1.39,1.12,1.85,1.13,1.29
1531,FIFA Street,PS3,2112,Sports,Electronic Arts,1.11,1.92,1,1.25,1.29
1531,Resident Evil Zero,GC,2112,Action,Capcom,1.54,1.27,1.45,1.14,1.29
1532,Need for Speed: Most Wanted,X361,2115,Racing,Electronic Arts,1,1.17,1.12,1.1,1.29
1533,Tom Clancy's Rainbow Six: Siege,XOne,2115,Shooter,Ubisoft,1.73,1.44,1,1.12,1.29
1534,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2113,Platform,TDK Mediactive,1.93,1.34,1,1.12,1.29
1535,Transformers,PS2,2114,Shooter,Atari,1.63,1.49,1,1.16,1.29
1536,Guitar Hero: Aerosmith,Wii,2118,Misc,Activision,1.14,1.14,1,1.1,1.29
1537,Mystery Case Files: MillionHeir,DS,2118,Adventure,Nintendo,1.76,1.4,1,1.12,1.29
1538,Valkyria Chronicles,PS3,2118,Role-Playing,Sega,1.71,1.2,1.24,1.13,1.29
1539,Midnight Club 3: DUB Edition (America weekly sales),PS2,2115,Racing,Take-Two Interactive,1.22,1.15,1,1.11,1.29
1541,Champions of Norrath,PS2,2114,Role-Playing,Sony Online Entertainment,1.63,1.49,1,1.16,1.28
1541,Watch Dogs,X361,2114,Action,Ubisoft,1.72,1.45,1.11,1.11,1.28
1542,Imagine: Wedding Designer,DS,2118,Simulation,Ubisoft,1.55,1.59,1,1.14,1.28
1543,Metal Gear Solid V: Ground Zeroes,PS4,2114,Action,Konami Digital Entertainment,1.45,1.46,1.17,1.2,1.28
1544,Yakuman,GB,1989,Misc,Nintendo,1,1,1.28,1,1.28
1545,Assassin's Creed Syndicate,XOne,2115,Action,Ubisoft,1.61,1.56,1,1.11,1.28
1546,Army Men 3D,PS,1999,Action,3DO,1.1,1.14,1,1.14,1.28
1547,WWE '13,X361,2112,Action,THQ,1.72,1.45,1,1.11,1.28
1548,Twisted Metal 4,PS,1999,Racing,989 Studios,1.17,1.16,1,1.14,1.28
1549,Manhunt,PS2,2113,Action,Take-Two Interactive,1.63,1.49,1,1.16,1.28
1551,Kid Icarus: Uprising,3DS,2112,Action,Nintendo,1.48,1.35,1.36,1.17,1.28
1551,Silent Hill 2,PS2,2111,Action,Konami Digital Entertainment,1.62,1.49,1,1.16,1.28
1552,Tomb Raider: Underworld,PS3,2118,Action,Eidos Interactive,1.45,1.56,1.15,1.22,1.27
1553,Castlevania: Symphony of the Night,PS,1997,Platform,Konami Digital Entertainment,1.58,1.4,1.21,1.18,1.27
1554,The Sims 2: Nightlife,PC,2115,Simulation,Electronic Arts,1.22,1.15,1,1,1.27
1555,LEGO Batman: The Videogame,PS2,2118,Action,Warner Bros. Interactive Entertainment,1.72,1.13,1,1.52,1.27
1556,Road Rash,PS,1995,Racing,Electronic Arts,1.71,1.48,1,1.18,1.27
1557,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2112,Role-Playing,Nintendo,1.44,1.3,1.47,1.16,1.27
1558,Atlantis,2611,1981,Shooter,Imagic,1.18,1.18,1,1.11,1.27
1559,NBA 2K9,X361,2118,Sports,Take-Two Interactive,1,1.16,1,1.11,1.27
1561,WWE '12,X361,2111,Fighting,THQ,1.74,1.4,1,1.12,1.27
1561,Tony Hawk's Underground,XB,2113,Sports,Activision,1.85,1.37,1,1.15,1.27
1562,Hogan's Alley,NES,1984,Shooter,Nintendo,1.68,1.16,1.41,1.12,1.27
1563,The Elder Scrolls Online,XOne,2115,Role-Playing,Bethesda Softworks,1.77,1.38,1,1.12,1.27
1564,Jillian Michaels' Fitness Ultimatum 2119,Wii,2118,Sports,Deep Silver,1.96,1.2,1,1.11,1.27
1565,.hack//Infection Part 1,PS2,2112,Role-Playing,Atari,1.49,1.38,1.26,1.13,1.27
1566,Rockstar Games presents Table Tennis,Wii,2117,Sports,Take-Two Interactive,1.39,1.73,1,1.15,1.27
1567,Sonic Adventure DX: Director's Cut,GC,2113,Platform,Sega,1.87,1.3,1.16,1.13,1.27
1568,Jet Li: Rise to Honor,PS2,2114,Action,Sony Computer Entertainment,1.62,1.48,1,1.16,1.27
1569,Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,1.39,1.26,1.53,1.18,1.27
1571,Yokai Watch 3,3DS,2116,Action,Level 5,1,1,1.27,1,1.27
1571,Kung Fu Panda,DS,2118,Action,Activision,1.56,1.57,1,1.14,1.26
1572,Tamagotchi Connection: Corner Shop,DS,2115,Simulation,Atari,1.1,1.12,1.12,1.11,1.26
1573,Football Manager 2111,PC,2111,Sports,Sega,1,1.11,1,1.25,1.26
1574,Devil Dice,PS,1998,Puzzle,THQ,1.15,1.13,1.1,1.18,1.26
1575,Final Fantasy IV,DS,2117,Simulation,Square Enix,1.54,1.15,1.62,1.15,1.26
1576,Hyrule Warriors,WiiU,2114,Action,Nintendo,1.61,1.42,1.13,1.1,1.26
1577,Need for Speed Carbon,PS3,2116,Racing,Electronic Arts,1.49,1.52,1.13,1.21,1.26
1578,Championship Manager 13/14,PC,2113,Sports,Eidos Interactive,1,1.15,1,1.11,1.26
1579,Brian Lara Cricket,PS,1998,Sports,Codemasters,1.12,1.13,1.11,1.1,1.26
1581,Ratatouille,DS,2117,Action,THQ,1.5,1.62,1,1.14,1.26
1581,Wheel of Fortune,PS,1998,Misc,Hasbro Interactive,1.99,1.22,1,1.14,1.26
1582,LEGO The Lord of the Rings,X361,2112,Action,Warner Bros. Interactive Entertainment,1.63,1.51,1,1.11,1.26
1583,Winter Sports: The Ultimate Challenge,Wii,2117,Sports,RTL,1.45,1.68,1,1.12,1.26
1584,SOCOM: U.S. Navy SEALs Confrontation,PS3,2118,Shooter,Sony Computer Entertainment,1.94,1.17,1.12,1.13,1.25
1585,NBA Live 2111,PS,2111,Sports,Electronic Arts,1.7,1.47,1,1.18,1.25
1586,Star Wars: The Force Unleashed,PS2,2118,Action,LucasArts,1.49,1,1.11,1.75,1.25
1587,Combat,2611,N/A,Action,Atari,1.17,1.17,1,1.11,1.25
1588,Tom Clancy's Rainbow Six: Vegas,PS3,2117,Shooter,Ubisoft,1.47,1.53,1.13,1.22,1.25
1589,Dragon Ball: Daimaou Fukkatsu,NES,1988,Role-Playing,Namco Bandai Games,1,1,1.25,1,1.25
1591,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,Namco Bandai Games,1,1,1.25,1,1.25
1591,Reel Fishing,PS,1996,Sports,Natsume,1.99,1.13,1.1,1.14,1.25
1592,Injustice: Gods Among Us,PS3,2113,Fighting,Warner Bros. Interactive Entertainment,1.48,1.53,1.11,1.23,1.25
1593,Pokemon XD: Gale of Darkness,GC,2115,Role-Playing,Nintendo,1.71,1.19,1.31,1.13,1.25
1594,Black,PS2,2116,Shooter,Electronic Arts,1.11,1.14,1.13,1.16,1.25
1595,RollerCoaster Tycoon 2,PC,2112,Strategy,Atari,1.19,1.15,1,1,1.25
1596,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2113,Action,Eidos Interactive,1.61,1.48,1,1.16,1.25
1597,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2114,Action,Ubisoft,1.52,1.56,1,1.17,1.25
1598,Road Rash 3D,PS,1998,Racing,Electronic Arts,1.15,1.16,1,1.14,1.25
1599,Ratchet: Deadlocked,PS2,2115,Shooter,Sony Computer Entertainment,1.85,1.13,1.22,1.14,1.24
1611,Baldur's Gate: Dark Alliance,PS2,2111,Role-Playing,Virgin Interactive,1.61,1.48,1,1.16,1.24
1611,Transformers: Autobots / Decepticons,DS,2117,Action,Activision,1.12,1.13,1,1.19,1.24
1612,Tales of Xillia,PS3,2111,Role-Playing,Namco Bandai Games,1.29,1.19,1.67,1.19,1.24
1613,Diddy Kong Racing DS,DS,2117,Racing,Nintendo,1.1,1.14,1,1.1,1.24
